fruit_label,fruit_name,fruit_subtype,mass,width,height,color_score
13,watermelon,unknown,2256.0,21.1,31.8,0.61
14,pineapple,unknown,1430.0,13.2,18.3,0.79
17,avocado,unknown,173.0,5.7,6.8,0.58
6,peach,unknown,173.0,6.5,6.6,0.87
18,papaya,unknown,633.0,10.8,18.7,0.78
25,coconut,unknown,1311.0,15.6,18.5,0.56
27,starfruit,unknown,95.0,5.6,9.4,0.73
26,lychee,unknown,30.0,3.9,3.4,0.89
1,apple,fuji,181.0,7.5,6.6,0.83
25,coconut,unknown,887.0,13.6,14.5,0.64
10,tomato,unknown,108.0,6.3,6.7,0.65
20,guava,unknown,147.0,4.7,6.9,0.6
20,guava,unknown,190.0,7.9,7.0,0.59
16,cherry,unknown,11.0,2.3,2.6,1.0
14,pineapple,unknown,1396.0,11.4,19.2,0.75
11,strawberry,unknown,23.0,2.6,3.8,1.0
19,dragon_fruit,unknown,212.0,9.1,13.5,0.84
23,grapefruit,unknown,331.0,12.7,13.0,0.82
29,passion_fruit,unknown,37.0,5.6,5.8,0.65
22,lime,unknown,53.0,5.2,4.6,0.48
27,starfruit,unknown,105.0,6.6,10.9,0.75
7,mango,unknown,227.0,7.8,14.0,0.91
20,guava,unknown,146.0,7.5,5.8,0.63
21,plum,unknown,48.0,5.0,5.3,0.73
26,lychee,unknown,34.0,3.6,3.4,0.88
30,apricot,unknown,42.0,4.4,3.6,0.8
28,persimmon,unknown,171.0,7.4,7.6,0.81
1,apple,fuji,159.0,7.7,6.1,0.8
29,passion_fruit,unknown,37.0,4.6,6.6,0.69
28,persimmon,unknown,149.0,8.6,6.1,0.86
21,plum,unknown,59.0,5.8,5.5,0.66
18,papaya,unknown,420.0,8.8,22.7,0.79
8,banana,unknown,152.0,2.9,19.3,0.9
12,grape,unknown,9.0,2.2,2.7,0.61
3,orange,valencia,145.0,6.7,6.3,0.74
21,plum,unknown,68.0,4.6,5.6,0.71
11,strawberry,unknown,21.0,2.6,4.5,0.94
22,lime,unknown,63.0,4.4,5.7,0.51
11,strawberry,unknown,24.0,2.6,4.1,0.85
19,dragon_fruit,unknown,294.0,8.9,10.3,0.91
11,strawberry,unknown,22.0,3.0,4.4,0.93
18,papaya,unknown,558.0,10.0,19.6,0.8
14,pineapple,unknown,1190.0,12.9,19.9,0.62
20,guava,unknown,137.0,6.4,7.3,0.62
30,apricot,unknown,36.0,3.7,4.6,0.82
15,kiwi,unknown,92.0,5.2,7.9,0.6
9,pomegranate,unknown,266.0,7.1,7.6,0.56
7,mango,unknown,272.0,8.1,10.2,0.84
8,banana,unknown,135.0,3.4,19.6,0.96
26,lychee,unknown,22.0,3.5,3.4,0.87
8,banana,unknown,103.0,3.2,17.9,0.88
21,plum,unknown,56.0,4.1,4.5,0.7
17,avocado,unknown,205.0,7.4,9.7,0.46
27,starfruit,unknown,83.0,6.4,10.4,0.72
14,pineapple,unknown,1579.0,14.2,21.5,0.73
4,lemon,meyer,160.0,6.1,7.2,0.67
19,dragon_fruit,unknown,467.0,9.4,12.6,0.84
15,kiwi,unknown,71.0,4.9,6.8,0.61
8,banana,unknown,119.0,3.7,18.5,0.85
30,apricot,unknown,48.0,4.1,3.9,0.76
6,peach,unknown,116.0,6.5,6.6,0.88
29,passion_fruit,unknown,41.0,4.4,5.4,0.68
15,kiwi,unknown,58.0,4.8,6.0,0.62
27,starfruit,unknown,93.0,5.1,9.3,0.71
25,coconut,unknown,1156.0,15.2,17.4,0.61
22,lime,unknown,61.0,3.9,5.7,0.56
3,orange,valencia,180.0,7.8,6.3,0.84
5,pear,unknown,230.0,5.9,9.4,0.72
8,banana,unknown,137.0,4.0,14.6,0.79
6,peach,unknown,146.0,7.7,5.7,0.93
16,cherry,unknown,11.0,2.6,1.9,0.96
21,plum,unknown,76.0,4.7,4.6,0.65
27,starfruit,unknown,97.0,5.6,10.6,0.62
30,apricot,unknown,43.0,4.2,4.4,0.85
18,papaya,unknown,536.0,9.6,20.3,0.76
7,mango,unknown,279.0,6.7,11.6,0.86
3,orange,valencia,206.0,6.5,8.8,0.72
15,kiwi,unknown,85.0,4.7,6.4,0.75
17,avocado,unknown,168.0,7.2,9.3,0.5
5,pear,unknown,219.0,6.7,8.0,0.77
18,papaya,unknown,419.0,10.0,16.8,0.78
13,watermelon,unknown,2529.0,22.2,29.5,0.59
5,pear,unknown,123.0,7.2,9.2,0.8
15,kiwi,unknown,87.0,4.5,6.5,0.7
8,banana,unknown,99.0,3.7,17.3,0.84
15,kiwi,unknown,68.0,4.5,5.9,0.75
10,tomato,unknown,113.0,5.6,5.8,0.69
16,cherry,unknown,9.0,2.6,2.0,0.94
20,guava,unknown,193.0,5.5,6.9,0.64
5,pear,unknown,204.0,6.1,8.6,0.71
22,lime,unknown,69.0,4.6,4.0,0.54
15,kiwi,unknown,85.0,5.1,6.0,0.68
2,mandarin,clementine,58.0,6.2,3.9,0.83
21,plum,unknown,48.0,5.2,4.3,0.75
8,banana,unknown,130.0,3.4,17.3,0.88
10,tomato,unknown,83.0,6.1,5.8,0.65
17,avocado,unknown,198.0,6.8,9.2,0.51
17,avocado,unknown,199.0,6.8,9.7,0.48
16,cherry,unknown,9.0,2.5,2.0,0.98
11,strawberry,unknown,21.0,2.5,3.3,0.97
23,grapefruit,unknown,444.0,11.0,9.5,0.8
13,watermelon,unknown,2503.0,19.9,27.3,0.61
27,starfruit,unknown,104.0,6.3,10.8,0.73
5,pear,unknown,138.0,6.4,8.3,0.77
19,dragon_fruit,unknown,347.0,8.9,12.8,0.85
29,passion_fruit,unknown,44.0,4.9,5.4,0.64
6,peach,unknown,133.0,6.3,6.8,0.83
13,watermelon,unknown,2927.0,18.8,28.2,0.61
21,plum,unknown,53.0,5.5,4.8,0.61
14,pineapple,unknown,1643.0,14.1,22.4,0.71
8,banana,unknown,104.0,4.1,17.9,0.93
2,mandarin,clementine,89.0,5.1,4.6,0.81
1,apple,fuji,204.0,7.2,7.3,0.73
28,persimmon,unknown,149.0,7.6,6.4,0.84
5,pear,unknown,200.0,7.2,7.9,0.73
3,orange,valencia,99.0,7.3,7.2,0.72
23,grapefruit,unknown,326.0,10.9,10.0,0.72
25,coconut,unknown,1460.0,16.1,16.8,0.53
17,avocado,unknown,169.0,5.9,9.5,0.46
26,lychee,unknown,27.0,3.4,3.5,0.82
11,strawberry,unknown,21.0,3.3,4.3,0.9
8,banana,unknown,125.0,3.3,19.8,0.94
1,apple,fuji,172.0,8.1,7.0,0.72
5,pear,unknown,127.0,6.9,11.1,0.71
28,persimmon,unknown,198.0,8.4,5.7,0.79
27,starfruit,unknown,78.0,4.8,9.2,0.72
16,cherry,unknown,10.0,2.3,2.5,0.94
6,peach,unknown,124.0,7.2,5.7,0.84
27,starfruit,unknown,105.0,7.1,9.3,0.71
15,kiwi,unknown,70.0,4.0,6.7,0.71
19,dragon_fruit,unknown,304.0,7.9,12.1,0.87
8,banana,unknown,103.0,3.2,16.6,0.88
14,pineapple,unknown,1479.0,13.2,17.4,0.68
11,strawberry,unknown,24.0,2.9,3.7,1.0
29,passion_fruit,unknown,45.0,5.8,5.2,0.67
21,plum,unknown,42.0,4.6,5.1,0.74
26,lychee,unknown,22.0,3.5,4.0,0.83
6,peach,unknown,144.0,8.4,7.2,0.79
24,durian,unknown,2432.0,21.2,25.6,0.65
27,starfruit,unknown,67.0,6.4,10.9,0.67
6,peach,unknown,105.0,6.7,6.5,0.82
29,passion_fruit,unknown,39.0,5.1,5.7,0.58
10,tomato,unknown,104.0,6.7,5.6,0.61
30,apricot,unknown,55.0,4.0,4.6,0.71
9,pomegranate,unknown,325.0,7.3,7.4,0.59
18,papaya,unknown,409.0,10.2,20.1,0.78
9,pomegranate,unknown,341.0,10.0,9.1,0.6
15,kiwi,unknown,81.0,4.7,6.8,0.66
25,coconut,unknown,1277.0,14.9,18.7,0.5
10,tomato,unknown,113.0,6.1,5.7,0.64
3,orange,valencia,176.0,5.9,7.8,0.74
21,plum,unknown,55.0,6.1,4.7,0.72
14,pineapple,unknown,1377.0,14.1,16.9,0.76
25,coconut,unknown,1041.0,15.9,19.0,0.66
25,coconut,unknown,1134.0,16.5,16.8,0.59
30,apricot,unknown,48.0,3.5,5.1,0.84
8,banana,unknown,96.0,3.5,17.0,0.82
14,pineapple,unknown,1601.0,12.4,23.1,0.78
21,plum,unknown,56.0,4.7,5.6,0.72
6,peach,unknown,109.0,6.8,6.7,0.76
7,mango,unknown,284.0,7.5,11.3,0.83
21,plum,unknown,71.0,4.9,5.2,0.65
11,strawberry,unknown,14.0,3.2,4.2,0.9
6,peach,unknown,130.0,7.4,5.9,0.83
22,lime,unknown,57.0,3.4,5.3,0.48
4,lemon,meyer,153.0,5.8,7.4,0.72
12,grape,unknown,7.0,2.3,2.2,0.59
20,guava,unknown,157.0,4.9,6.9,0.68
21,plum,unknown,50.0,4.8,4.8,0.68
17,avocado,unknown,215.0,5.6,9.4,0.46
14,pineapple,unknown,1490.0,13.6,18.6,0.83
3,orange,valencia,209.0,7.3,7.8,0.77
28,persimmon,unknown,156.0,8.6,4.9,0.75
9,pomegranate,unknown,229.0,10.1,7.5,0.63
8,banana,unknown,83.0,3.3,15.2,0.79
16,cherry,unknown,8.0,2.4,2.0,0.96
6,peach,unknown,112.0,6.8,6.6,0.8
18,papaya,unknown,419.0,10.1,16.7,0.74
14,pineapple,unknown,1761.0,14.4,21.3,0.79
12,grape,unknown,7.0,1.8,2.3,0.64
28,persimmon,unknown,173.0,8.4,6.9,0.85
16,cherry,unknown,9.0,2.6,2.7,0.93
29,passion_fruit,unknown,35.0,4.2,5.6,0.62
22,lime,unknown,55.0,4.8,5.2,0.5
21,plum,unknown,65.0,5.3,4.7,0.72
29,passion_fruit,unknown,44.0,5.6,5.8,0.66
22,lime,unknown,62.0,5.0,4.5,0.47
23,grapefruit,unknown,419.0,9.1,10.9,0.76
4,lemon,meyer,174.0,6.2,7.7,0.83
25,coconut,unknown,1381.0,14.3,16.4,0.62
11,strawberry,unknown,19.0,3.2,4.5,0.93
13,watermelon,unknown,2583.0,19.5,32.7,0.51
19,dragon_fruit,unknown,453.0,7.0,11.6,0.82
22,lime,unknown,76.0,4.2,5.0,0.46
6,peach,unknown,143.0,7.0,6.0,0.84
23,grapefruit,unknown,446.0,10.3,10.2,0.73
16,cherry,unknown,13.0,2.4,1.9,0.94
12,grape,unknown,9.0,1.9,2.8,0.59
22,lime,unknown,75.0,4.7,4.9,0.43
16,cherry,unknown,12.0,2.5,1.9,0.97
11,strawberry,unknown,18.0,3.1,4.9,0.89
26,lychee,unknown,24.0,3.5,3.4,0.85
24,durian,unknown,2288.0,18.5,22.0,0.71
21,plum,unknown,63.0,5.0,5.4,0.7
25,coconut,unknown,1201.0,15.9,16.0,0.59
24,durian,unknown,1391.0,20.1,26.0,0.62
18,papaya,unknown,466.0,9.3,18.2,0.76
19,dragon_fruit,unknown,318.0,7.9,12.0,0.86
9,pomegranate,unknown,350.0,10.3,9.0,0.6
2,mandarin,clementine,69.0,5.8,3.9,0.85
24,durian,unknown,2120.0,18.6,23.7,0.6
10,tomato,unknown,103.0,6.8,5.9,0.65
23,grapefruit,unknown,482.0,10.7,10.8,0.74
14,pineapple,unknown,1659.0,12.7,17.2,0.78
1,apple,fuji,189.0,6.8,7.4,0.73
9,pomegranate,unknown,232.0,11.1,7.7,0.66
29,passion_fruit,unknown,39.0,4.4,5.7,0.65
29,passion_fruit,unknown,48.0,4.6,5.4,0.65
4,lemon,meyer,119.0,5.6,8.7,0.68
25,coconut,unknown,1495.0,14.8,17.5,0.57
3,orange,valencia,145.0,7.0,6.7,0.87
16,cherry,unknown,11.0,2.5,2.2,0.94
16,cherry,unknown,9.0,2.6,2.2,0.93
15,kiwi,unknown,93.0,4.7,6.0,0.73
30,apricot,unknown,49.0,4.1,5.5,0.74
19,dragon_fruit,unknown,379.0,9.3,13.1,0.94
16,cherry,unknown,13.0,2.9,2.1,1.0
20,guava,unknown,108.0,7.0,6.0,0.53
3,orange,valencia,118.0,6.9,7.4,0.73
17,avocado,unknown,170.0,5.6,10.2,0.51
17,avocado,unknown,160.0,5.9,10.6,0.43
8,banana,unknown,133.0,3.7,19.3,0.86
7,mango,unknown,246.0,6.7,11.1,0.9
8,banana,unknown,136.0,3.1,15.7,0.86
14,pineapple,unknown,2031.0,13.2,18.9,0.72
10,tomato,unknown,67.0,6.0,5.4,0.72
29,passion_fruit,unknown,40.0,5.3,6.0,0.66
21,plum,unknown,50.0,5.7,5.9,0.74
7,mango,unknown,247.0,7.0,13.9,0.9
11,strawberry,unknown,20.0,3.3,4.4,0.82
17,avocado,unknown,177.0,7.2,9.3,0.54
22,lime,unknown,67.0,4.7,5.7,0.5
24,durian,unknown,2058.0,17.7,25.3,0.66
24,durian,unknown,1197.0,21.0,23.9,0.65
22,lime,unknown,57.0,4.9,5.4,0.55
5,pear,unknown,202.0,7.3,7.6,0.75
1,apple,fuji,179.0,7.4,7.8,0.82
8,banana,unknown,121.0,3.0,17.2,0.88
18,papaya,unknown,439.0,9.3,17.0,0.81
12,grape,unknown,8.0,2.0,2.7,0.62
3,orange,valencia,169.0,7.0,8.3,0.68
13,watermelon,unknown,2902.0,20.7,29.5,0.53
14,pineapple,unknown,1847.0,14.5,19.4,0.79
20,guava,unknown,94.0,7.1,6.1,0.61
1,apple,fuji,211.0,7.7,7.8,0.84
6,peach,unknown,135.0,8.5,7.3,0.87
26,lychee,unknown,27.0,3.2,4.0,0.85
28,persimmon,unknown,178.0,7.5,5.8,0.82
18,papaya,unknown,380.0,11.2,20.9,0.83
1,apple,fuji,163.0,5.7,6.1,0.81
15,kiwi,unknown,89.0,5.8,6.4,0.6
9,pomegranate,unknown,291.0,8.9,8.1,0.58
17,avocado,unknown,191.0,7.0,10.5,0.52
6,peach,unknown,149.0,6.8,6.5,0.82
3,orange,valencia,145.0,7.4,8.0,0.73
23,grapefruit,unknown,405.0,11.5,10.5,0.77
17,avocado,unknown,197.0,6.6,8.7,0.52
2,mandarin,clementine,90.0,7.0,3.9,0.81
19,dragon_fruit,unknown,282.0,8.8,11.3,0.93
30,apricot,unknown,51.0,3.2,4.6,0.79
23,grapefruit,unknown,506.0,10.0,10.5,0.73
1,apple,fuji,217.0,6.9,6.6,0.69
14,pineapple,unknown,1442.0,10.9,21.7,0.71
24,durian,unknown,2081.0,17.8,29.1,0.71
22,lime,unknown,57.0,4.5,5.5,0.56
11,strawberry,unknown,17.0,2.6,3.7,0.97
11,strawberry,unknown,20.0,3.0,4.5,0.93
13,watermelon,unknown,2348.0,19.1,30.5,0.53
26,lychee,unknown,30.0,3.8,3.5,0.81
9,pomegranate,unknown,281.0,8.5,6.9,0.65
2,mandarin,clementine,79.0,5.7,5.2,0.78
28,persimmon,unknown,187.0,7.8,6.3,0.81
11,strawberry,unknown,24.0,2.7,3.7,0.89
29,passion_fruit,unknown,38.0,5.2,5.7,0.7
24,durian,unknown,2379.0,22.2,27.1,0.71
7,mango,unknown,242.0,7.9,12.9,0.8
28,persimmon,unknown,178.0,7.7,5.7,0.77
28,persimmon,unknown,256.0,7.8,6.0,0.87
19,dragon_fruit,unknown,351.0,8.2,10.9,0.87
1,apple,fuji,159.0,8.9,7.2,0.79
25,coconut,unknown,1087.0,17.1,21.5,0.59
16,cherry,unknown,13.0,2.9,2.5,1.0
24,durian,unknown,1867.0,19.5,21.9,0.65
25,coconut,unknown,955.0,12.4,14.0,0.66
4,lemon,meyer,109.0,6.0,8.4,0.77
9,pomegranate,unknown,260.0,8.1,7.6,0.61
18,papaya,unknown,573.0,9.2,17.4,0.73
18,papaya,unknown,510.0,9.9,22.4,0.76
9,pomegranate,unknown,319.0,8.8,8.7,0.65
4,lemon,meyer,118.0,6.9,7.7,0.78
23,grapefruit,unknown,355.0,11.7,13.1,0.72
16,cherry,unknown,11.0,2.8,2.1,0.93
14,pineapple,unknown,1561.0,12.9,25.4,0.72
27,starfruit,unknown,81.0,6.1,9.0,0.75
14,pineapple,unknown,1608.0,12.6,19.6,0.73
1,apple,fuji,159.0,7.9,7.7,0.82
1,apple,fuji,182.0,8.1,7.3,0.8
25,coconut,unknown,1389.0,15.5,16.0,0.62
7,mango,unknown,228.0,7.5,11.8,0.81
19,dragon_fruit,unknown,366.0,8.1,11.4,0.86
10,tomato,unknown,118.0,5.7,5.2,0.64
11,strawberry,unknown,22.0,3.2,3.8,0.94
21,plum,unknown,90.0,5.2,4.1,0.72
30,apricot,unknown,44.0,4.1,4.1,0.81
17,avocado,unknown,130.0,6.8,7.9,0.48
21,plum,unknown,60.0,4.6,5.5,0.65
10,tomato,unknown,115.0,6.2,4.8,0.65
8,banana,unknown,157.0,3.3,20.3,0.86
9,pomegranate,unknown,372.0,9.5,9.1,0.59
5,pear,unknown,192.0,6.2,10.3,0.74
3,orange,valencia,170.0,6.5,7.9,0.83
4,lemon,meyer,125.0,6.0,7.8,0.76
5,pear,unknown,178.0,6.7,9.1,0.79
26,lychee,unknown,19.0,3.4,3.8,0.87
15,kiwi,unknown,64.0,4.7,6.7,0.61
14,pineapple,unknown,1230.0,13.1,17.5,0.77
23,grapefruit,unknown,339.0,11.4,9.6,0.75
21,plum,unknown,61.0,4.7,4.1,0.74
4,lemon,meyer,144.0,6.5,8.4,0.71
22,lime,unknown,67.0,4.3,4.7,0.51
13,watermelon,unknown,2433.0,20.8,33.6,0.54
22,lime,unknown,77.0,4.1,5.2,0.47
24,durian,unknown,2197.0,16.0,31.6,0.6
16,cherry,unknown,10.0,2.5,1.9,0.99
13,watermelon,unknown,2366.0,19.2,25.4,0.53
4,lemon,meyer,127.0,5.7,7.2,0.72
25,coconut,unknown,1376.0,12.7,18.9,0.55
24,durian,unknown,1852.0,17.2,23.2,0.6
2,mandarin,clementine,80.0,5.8,4.7,0.8
20,guava,unknown,166.0,6.1,7.2,0.61
7,mango,unknown,271.0,9.0,10.7,0.85
2,mandarin,clementine,53.0,7.2,4.6,0.78
18,papaya,unknown,547.0,8.8,20.6,0.84
23,grapefruit,unknown,379.0,9.9,11.2,0.72
23,grapefruit,unknown,318.0,9.2,10.2,0.75
16,cherry,unknown,9.0,3.0,2.0,0.98
3,orange,valencia,166.0,7.0,6.6,0.69
20,guava,unknown,119.0,5.1,8.0,0.61
5,pear,unknown,145.0,7.0,8.7,0.73
17,avocado,unknown,154.0,6.5,8.0,0.53
6,peach,unknown,158.0,7.2,7.5,0.87
27,starfruit,unknown,95.0,5.3,11.0,0.74
21,plum,unknown,44.0,5.2,4.3,0.75
25,coconut,unknown,1121.0,14.4,16.1,0.61
14,pineapple,unknown,1812.0,13.7,18.6,0.7
27,starfruit,unknown,100.0,6.7,9.2,0.76
19,dragon_fruit,unknown,385.0,9.2,11.4,0.91
28,persimmon,unknown,195.0,7.9,5.9,0.8
19,dragon_fruit,unknown,329.0,9.2,10.9,0.82
14,pineapple,unknown,1335.0,12.3,19.6,0.78
24,durian,unknown,1791.0,16.5,30.5,0.63
13,watermelon,unknown,2803.0,20.3,29.2,0.54
19,dragon_fruit,unknown,309.0,9.3,12.5,0.89
15,kiwi,unknown,82.0,4.6,6.3,0.72
5,pear,unknown,211.0,6.6,9.3,0.77
19,dragon_fruit,unknown,343.0,9.1,10.8,0.86
5,pear,unknown,184.0,7.2,9.4,0.76
16,cherry,unknown,10.0,2.3,2.3,0.89
7,mango,unknown,141.0,7.1,14.1,0.88
6,peach,unknown,134.0,7.4,6.7,0.92
10,tomato,unknown,103.0,6.0,5.3,0.68
17,avocado,unknown,204.0,6.7,8.8,0.47
3,orange,valencia,160.0,6.4,6.5,0.72
23,grapefruit,unknown,329.0,11.2,12.4,0.65
9,pomegranate,unknown,181.0,9.4,8.6,0.52
5,pear,unknown,128.0,7.4,7.8,0.82
27,starfruit,unknown,79.0,5.7,9.2,0.72
15,kiwi,unknown,64.0,4.9,5.7,0.66
30,apricot,unknown,52.0,3.0,4.2,0.83
29,passion_fruit,unknown,42.0,5.2,4.7,0.7
9,pomegranate,unknown,347.0,11.2,8.3,0.62
28,persimmon,unknown,194.0,8.3,4.9,0.83
18,papaya,unknown,486.0,8.9,15.0,0.8
23,grapefruit,unknown,451.0,10.5,9.9,0.77
28,persimmon,unknown,168.0,8.9,5.5,0.8
7,mango,unknown,260.0,8.1,13.1,0.84
14,pineapple,unknown,1445.0,13.1,17.0,0.76
15,kiwi,unknown,66.0,6.1,6.4,0.68
16,cherry,unknown,9.0,2.2,2.1,0.88
7,mango,unknown,231.0,8.6,13.4,0.89
6,peach,unknown,181.0,7.0,7.6,0.74
3,orange,valencia,158.0,7.7,7.3,0.72
25,coconut,unknown,1140.0,15.5,15.9,0.66
30,apricot,unknown,50.0,4.6,4.7,0.73
8,banana,unknown,79.0,3.6,19.6,0.88
27,starfruit,unknown,94.0,5.6,9.7,0.76
19,dragon_fruit,unknown,473.0,10.1,9.5,0.93
14,pineapple,unknown,1385.0,13.6,20.5,0.67
6,peach,unknown,116.0,6.5,6.5,0.85
11,strawberry,unknown,19.0,3.2,3.3,0.97
10,tomato,unknown,86.0,5.7,5.2,0.63
8,banana,unknown,112.0,3.5,17.9,0.93
26,lychee,unknown,25.0,3.6,3.8,0.81
25,coconut,unknown,1073.0,12.4,18.7,0.57
2,mandarin,clementine,98.0,4.5,3.4,0.79
7,mango,unknown,257.0,7.9,13.1,0.82
13,watermelon,unknown,2178.0,20.0,30.3,0.53
29,passion_fruit,unknown,35.0,5.4,5.4,0.66
25,coconut,unknown,883.0,14.3,16.1,0.53
2,mandarin,clementine,65.0,5.8,4.7,0.83
20,guava,unknown,115.0,6.6,6.5,0.65
3,orange,valencia,159.0,7.4,7.1,0.77
3,orange,valencia,161.0,6.9,8.1,0.79
3,orange,valencia,161.0,7.7,7.3,0.75
13,watermelon,unknown,2809.0,17.3,32.0,0.54
15,kiwi,unknown,48.0,4.8,7.1,0.76
14,pineapple,unknown,1298.0,13.8,21.4,0.82
3,orange,valencia,194.0,6.7,7.8,0.81
16,cherry,unknown,11.0,2.7,2.2,0.92
28,persimmon,unknown,199.0,6.4,6.3,0.76
20,guava,unknown,121.0,7.5,5.7,0.59
17,avocado,unknown,185.0,6.3,9.1,0.47
18,papaya,unknown,578.0,10.0,17.8,0.88
14,pineapple,unknown,1694.0,10.8,20.5,0.73
2,mandarin,clementine,81.0,6.4,4.2,0.91
15,kiwi,unknown,85.0,6.2,8.2,0.68
15,kiwi,unknown,88.0,5.3,6.7,0.71
29,passion_fruit,unknown,42.0,4.3,5.4,0.63
12,grape,unknown,7.0,2.3,2.6,0.66
3,orange,valencia,157.0,6.8,6.7,0.79
14,pineapple,unknown,1261.0,12.5,20.6,0.79
23,grapefruit,unknown,430.0,13.0,10.6,0.76
26,lychee,unknown,25.0,3.1,4.1,0.84
30,apricot,unknown,35.0,4.2,4.7,0.87
30,apricot,unknown,49.0,4.2,4.6,0.77
19,dragon_fruit,unknown,267.0,8.8,12.5,0.82
21,plum,unknown,63.0,4.3,3.9,0.68
18,papaya,unknown,506.0,9.6,21.0,0.8
8,banana,unknown,151.0,3.7,18.4,0.9
27,starfruit,unknown,87.0,6.1,10.1,0.72
18,papaya,unknown,580.0,10.9,20.2,0.79
24,durian,unknown,2451.0,18.5,26.8,0.55
10,tomato,unknown,91.0,5.6,5.4,0.65
1,apple,fuji,147.0,8.9,6.4,0.79
25,coconut,unknown,1215.0,16.2,17.5,0.62
22,lime,unknown,48.0,4.7,4.7,0.47
24,durian,unknown,2010.0,17.8,25.2,0.66
26,lychee,unknown,33.0,3.2,3.7,0.83
5,pear,unknown,182.0,7.4,7.6,0.75
4,lemon,meyer,155.0,5.8,7.6,0.65
29,passion_fruit,unknown,40.0,5.2,6.3,0.65
14,pineapple,unknown,1477.0,14.4,19.1,0.74
13,watermelon,unknown,3395.0,21.8,32.9,0.6
4,lemon,meyer,151.0,7.2,9.7,0.66
27,starfruit,unknown,85.0,5.0,10.0,0.8
3,orange,valencia,122.0,6.6,6.2,0.75
24,durian,unknown,2064.0,19.9,24.8,0.59
10,tomato,unknown,121.0,6.7,5.2,0.62
19,dragon_fruit,unknown,417.0,9.5,14.3,0.81
5,pear,unknown,168.0,8.1,6.8,0.79
17,avocado,unknown,195.0,6.4,8.7,0.47
7,mango,unknown,206.0,8.2,12.0,0.77
18,papaya,unknown,430.0,10.4,23.4,0.73
20,guava,unknown,122.0,6.7,5.6,0.58
6,peach,unknown,107.0,7.9,6.7,0.81
9,pomegranate,unknown,370.0,10.0,8.5,0.63
19,dragon_fruit,unknown,339.0,8.8,12.3,0.87
4,lemon,meyer,156.0,6.5,8.6,0.74
26,lychee,unknown,20.0,3.4,3.8,0.85
7,mango,unknown,236.0,7.1,10.2,0.79
29,passion_fruit,unknown,39.0,5.6,5.3,0.66
2,mandarin,clementine,75.0,6.3,3.8,0.83
29,passion_fruit,unknown,30.0,4.3,5.6,0.61
20,guava,unknown,152.0,5.9,7.1,0.64
29,passion_fruit,unknown,40.0,4.9,4.8,0.55
8,banana,unknown,98.0,3.9,19.1,0.89
5,pear,unknown,140.0,7.8,9.1,0.76
28,persimmon,unknown,173.0,7.9,5.7,0.72
24,durian,unknown,1246.0,17.5,26.1,0.65
17,avocado,unknown,181.0,6.9,7.0,0.49
30,apricot,unknown,57.0,4.0,4.8,0.82
6,peach,unknown,125.0,7.5,7.9,0.88
10,tomato,unknown,112.0,6.8,4.8,0.67
20,guava,unknown,133.0,6.2,6.0,0.56
21,plum,unknown,54.0,4.6,5.3,0.61
29,passion_fruit,unknown,35.0,5.6,5.6,0.61
22,lime,unknown,71.0,3.7,5.3,0.49
2,mandarin,clementine,65.0,6.4,3.3,0.78
5,pear,unknown,183.0,8.4,9.8,0.75
3,orange,valencia,135.0,6.0,7.9,0.82
4,lemon,meyer,133.0,5.6,9.4,0.66
24,durian,unknown,2277.0,18.1,27.1,0.61
21,plum,unknown,62.0,4.9,4.7,0.65
18,papaya,unknown,441.0,9.3,20.3,0.83
10,tomato,unknown,88.0,5.1,5.9,0.6
4,lemon,meyer,106.0,6.3,8.7,0.75
25,coconut,unknown,1516.0,13.6,19.0,0.56
13,watermelon,unknown,2578.0,18.8,31.7,0.48
4,lemon,meyer,114.0,5.9,7.9,0.71
5,pear,unknown,131.0,7.3,9.7,0.74
18,papaya,unknown,677.0,10.2,20.3,0.79
14,pineapple,unknown,1533.0,13.5,19.3,0.78
28,persimmon,unknown,184.0,7.6,5.2,0.76
6,peach,unknown,180.0,7.0,5.7,0.84
19,dragon_fruit,unknown,360.0,8.7,10.7,0.92
17,avocado,unknown,122.0,6.5,9.3,0.52
28,persimmon,unknown,136.0,7.7,5.4,0.84
5,pear,unknown,190.0,6.3,8.5,0.76
14,pineapple,unknown,1368.0,12.8,20.5,0.8
5,pear,unknown,212.0,6.2,8.1,0.72
25,coconut,unknown,1295.0,14.0,13.9,0.66
1,apple,fuji,195.0,7.5,7.0,0.7
4,lemon,meyer,92.0,6.4,9.1,0.7
15,kiwi,unknown,65.0,4.9,6.2,0.64
25,coconut,unknown,1288.0,13.6,16.9,0.6
8,banana,unknown,129.0,3.4,19.4,0.89
2,mandarin,clementine,94.0,6.7,4.5,0.8
11,strawberry,unknown,25.0,3.4,5.1,0.88
10,tomato,unknown,95.0,5.9,6.2,0.65
16,cherry,unknown,9.0,2.3,2.5,0.89
12,grape,unknown,8.0,1.8,2.9,0.58
28,persimmon,unknown,158.0,8.1,6.3,0.87
3,orange,valencia,126.0,7.6,7.5,0.79
6,peach,unknown,158.0,6.1,7.0,0.81
18,papaya,unknown,518.0,8.7,19.7,0.86
15,kiwi,unknown,70.0,5.1,7.4,0.65
23,grapefruit,unknown,455.0,11.2,11.2,0.75
29,passion_fruit,unknown,51.0,4.6,6.3,0.61
28,persimmon,unknown,156.0,6.1,5.0,0.82
